descendant	ancestor	display
734123001	32457005	Hip joint synovial fluid
734124007	32457005	Knee joint synovial fluid
734125008	32457005	Elbow joint synovial fluid
734126009	32457005	Foot joint synovial fluid
734127000	32457005	Hand joint synovial fluid
734128005	32457005	Toe joint synovial fluid
734129002	32457005	Finger joint synovial fluid
734130007	32457005	Shoulder joint synovial fluid
734131006	32457005	Wrist joint synovial fluid
734132004	32457005	Serosanguinous fluid
819974004	32457005	Donor breast milk
1179779000	32457005	Convalescent plasma
1201871002	32457005	Venous cord blood
1201872009	32457005	Arterial cord blood
1259204008	32457005	Interstitial fluid
1285505007	32457005	Allogeneic fluid containing peripheral blood stem cells
1290558002	32457005	Autologous fluid containing peripheral blood stem cells
1290559005	32457005	Syngeneic fluid containing peripheral blood stem cells
1290661007	32457005	Allogeneic fluid containing hemopoietic stem cells
1303524006	32457005	Pasteurized maternal milk
1332250003	32457005	Arterial plasma
1332253001	32457005	Mixed venous plasma
1332334008	32457005	Capillary plasma
1351680009	32457005	Oral fluid
536002	328383001	Glissonian cirrhosis
1116000	328383001	Chronic aggressive type B viral hepatitis
1761006	328383001	Biliary cirrhosis
6183001	328383001	Indian childhood cirrhosis
9843006	328383001	Chronic lymphocytic cholangitis-cholangiohepatitis
10295004	328383001	Chronic viral hepatitis
12368000	328383001	Secondary biliary cirrhosis
15999000	328383001	Mixed micro and macronodular cirrhosis
16070004	328383001	Syphilitic cirrhosis
19943007	328383001	Cirrhosis of liver
21861000	328383001	Micronodular cirrhosis
27156006	328383001	Posthepatitic cirrhosis
31712002	328383001	Primary biliary cholangitis
33144001	328383001	Parasitic cirrhosis
34736002	328383001	Chronic passive congestion of liver
37688005	328383001	Clonorchiasis with biliary cirrhosis
38662009	328383001	Chronic persistent type B viral hepatitis
41889008	328383001	Chronic persistent hepatitis
43904005	328383001	Macronodular cirrhosis
45256007	328383001	Cruveilhier-Baumgarten syndrome
50167007	328383001	Chronic active type B viral hepatitis
57339008	328383001	Chronic lobular hepatitis
60037002	328383001	Chronic persistent viral hepatitis
61977001	328383001	Chronic type B viral hepatitis
66870002	328383001	Chronic active viral hepatitis
74162007	328383001	Progressive intrahepatic cholestasis
74669004	328383001	Cardiac cirrhosis
76301009	328383001	Florid cirrhosis
76783007	328383001	Chronic hepatitis
78208005	328383001	Pigment cirrhosis
79720007	328383001	Chronic nonalcoholic liver disease
86454000	328383001	Postnecrotic cirrhosis
89580002	328383001	Cryptogenic cirrhosis
89789003	328383001	Chronic aggressive viral hepatitis
109819003	328383001	Obstructive biliary cirrhosis
123604002	328383001	Toxic cirrhosis
123605001	328383001	Nutritional cirrhosis
123606000	328383001	Cholangiolitic cirrhosis
123716002	328383001	Latent cirrhosis
123717006	328383001	Advanced cirrhosis
128302006	328383001	Chronic hepatitis C
186639003	328383001	Chronic viral hepatitis B without delta-agent
197284004	328383001	Chronic active hepatitis
197291001	328383001	Unilobular portal cirrhosis
197293003	328383001	Diffuse nodular cirrhosis
197294009	328383001	Fatty portal cirrhosis
197296006	328383001	Capsular portal cirrhosis
197299004	328383001	Pigmentary portal cirrhosis
197301006	328383001	Toxic portal cirrhosis
197303009	328383001	Bacterial portal cirrhosis
197305002	328383001	Syphilitic portal cirrhosis
197310003	328383001	Biliary cirrhosis of children
235865005	328383001	Hepatitis D superinfection of hepatitis B carrier
235869004	328383001	Chronic viral hepatitis B with hepatitis D
235886005	328383001	Chronic hepatic failure
235889003	328383001	Drug-induced chronic hepatitis
235895002	328383001	Laennec's cirrhosis, non-alcoholic
235896001	328383001	Infectious cirrhosis
235897005	328383001	Hypoxia-associated cirrhosis
266468003	328383001	Cirrhosis - non-alcoholic
266469006	328383001	Multilobular portal cirrhosis
266470007	328383001	Cardiac portal cirrhosis
266471006	328383001	Juvenile portal cirrhosis
271440004	328383001	Cirrhosis secondary to cholestasis
307757001	328383001	Chronic alcoholic hepatitis
371139006	328383001	Early cirrhosis
419728003	328383001	Portal cirrhosis
420054005	328383001	Alcoholic cirrhosis
425413006	328383001	Drug-induced cirrhosis of liver
432908002	328383001	Chronic rejection of liver transplant
450880008	328383001	Chronic hepatitis E
699189004	328383001	North American Indian childhood cirrhosis
703866000	328383001	Chronic hepatitis C with stage 2 fibrosis
708198006	328383001	Chronic active hepatitis C
713181003	328383001	Chronic alcoholic liver disease
713370005	328383001	Acute on chronic alcoholic liver disease
713966008	328383001	Occult chronic type B viral hepatitis
715401008	328383001	Reynolds syndrome
715864007	328383001	Idiopathic copper associated cirrhosis of liver
716203000	328383001	Decompensated cirrhosis of liver
723829000	328383001	Pulmonary fibrosis, hepatic hyperplasia, bone marrow hypoplasia syndrome
725416005	328383001	Cirrhotic cardiomyopathy
725938001	328383001	Cirrhosis of liver caused by methotrexate
725939009	328383001	Cirrhosis of liver caused by amiodarone
725940006	328383001	Cirrhosis of liver caused by methyldopa
735451005	328383001	Chronic viral hepatitis D
735733008	328383001	Cirrhosis of liver with primary sclerosing cholangitis
767809001	328383001	Chronic hepatitis C caused by hepatitis C virus genotype 6
767810006	328383001	Chronic hepatitis C caused by hepatitis C virus genotype 5
768006009	328383001	Chronic hepatitis C caused by Hepatitis C virus genotype 3
768125005	328383001	Chronic hepatitis C caused by Hepatitis C virus genotype 2
768126006	328383001	Chronic hepatitis C caused by Hepatitis C virus genotype 4
768127002	328383001	Chronic hepatitis C caused by Hepatitis C virus genotype 1
768288001	328383001	Chronic hepatitis C caused by Hepatitis C virus genotype 1b
768289009	328383001	Chronic hepatitis C caused by Hepatitis C virus genotype 1a
774204006	328383001	Growth retardation, mild developmental delay, chronic hepatitis syndrome
838377003	328383001	Chronic hepatitis C co-occurrent with human immunodeficiency virus infection
838380002	328383001	Chronic hepatitis B co-occurrent with hepatitis C and hepatitis D
863957008	328383001	Chronic necrosis of liver
871619002	328383001	Cirrhosis of liver due to and following cardiac procedure
1010616001	328383001	Liver cirrhosis due to classical cystic fibrosis
1155841005	328383001	Progressive familial intrahepatic cholestasis type 2
1155913007	328383001	Progressive familial intrahepatic cholestasis type 1
1186865008	328383001	Progressive familial intrahepatic cholestasis type 3
1197704005	328383001	Autoantibody negative autoimmune hepatitis
1197736003	328383001	Chronic hepatic failure due to portosystemic shunt
1234822009	328383001	Idiopathic ductopenia
1295517006	328383001	Progressive familial intrahepatic cholestasis type 4
831000119103	328383001	Cirrhosis of liver due to chronic hepatitis C
103611000119102	328383001	Cirrhosis of liver due to hepatitis B
1092801000119102	328383001	Hepatic ascites co-occurrent with chronic active hepatitis due to toxic liver disease
2053831000122108	328383001	Acute on chronic liver failure
16098491000119109	328383001	Chronic autoimmune hepatitis
16859701000119109	328383001	Chronic hepatitis B during pregnancy
105526001	32911000	Homeless family
160700001	32911000	Homeless single person
224228000	32911000	Living rough
224229008	32911000	Sleeping out
224231004	32911000	Sleeping in night shelter
224232006	32911000	Sleeping at friends home
224233001	32911000	Sleeping in vehicle
266935003	32911000	Housing lack
266940006	32911000	Lives in squat
365510008	32911000	Temporary shelter arrangements - finding
43815004	359612003	Implantation of cochlear prosthetic device, single channel
44218004	359612003	Implantation of cochlear electrode
50676004	359612003	Implantation of cochlear prosthetic device, multiple channels
69727009	359612003	Cochlear device implantation with mastoidectomy
172732009	359612003	Implantation of intracochlear prosthesis
359608009	359612003	Implantation of cochlear prosthetic device, electrode and receiver
403837005	36070007	Wiskott-Aldrich autosomal dominant variant syndrome
4114003	367336001	Parenteral chemotherapy for malignant neoplasm
6872008	367336001	Perfusion chemotherapy for malignant neoplasm
12149006	367336001	Chemotherapy administration, subcutaneous, with local anesthesia
22733003	367336001	Chemotherapy for non-malignant neoplasm
24977001	367336001	Topical chemotherapy for malignant neoplasm
29391003	367336001	Chemotherapy administration into peritoneal cavity requiring paracentesis
31652009	367336001	Intracavitary chemotherapy for malignant neoplasm
38216008	367336001	Infusion chemotherapy for malignant neoplasm
51534007	367336001	Oral chemotherapy for malignant neoplasm
68619000	367336001	Chemotherapy for non-neoplastic disease
70446004	367336001	Chemotherapy administration into pleural cavity requiring thoracentesis
77738002	367336001	Local chemotherapy for malignant neoplasm
87776000	367336001	Intra-arterial infusion of antineoplastic agent
169335009	367336001	External beam radiotherapy with surgery and chemotherapy
169336005	367336001	External beam radiation therapy with chemotherapy
169396008	367336001	Radiomimetic chemotherapy
169397004	367336001	Radiochemotherapy by local infiltration
169399001	367336001	Radiochemotherapy via oral route
169400008	367336001	Radiochemotherapy via intravenous route
169401007	367336001	Radiochemotherapy for immunosuppression
169402000	367336001	Intraarterial radiochemotherapy
169403005	367336001	Intracavitary radiochemotherapy
171765004	367336001	Intrathecal injection of chemotherapeutic agent
182975000	367336001	TB - (tuberculosis) chemotherapy
230857009	367336001	Injection of chemotherapeutic substance into subcutaneous reservoir
265761001	367336001	Intramuscular chemotherapy
266719004	367336001	Oral chemotherapy
315601005	367336001	Ambulatory chemotherapy
363688001	367336001	Administration of antineoplastic agent
394894008	367336001	Pre-operative chemotherapy
394895009	367336001	Postoperative chemotherapy
394934009	367336001	Combined preoperative chemotherapy and radiotherapy
394935005	367336001	Combined postoperative chemotherapy and radiotherapy
399042005	367336001	Chemotherapy cycle
450827009	367336001	Induction chemotherapy
700496000	367336001	Postoperative administration of antineoplastic agent into peritoneal cavity
703423002	367336001	Combined chemotherapy and radiation therapy
716872004	367336001	Antineoplastic chemotherapy regimen
720379009	367336001	Hepatic arterial infusion chemotherapy
722472009	367336001	R-ICE chemotherapy regimen
722482005	367336001	ABVD chemotherapy regimen
722491009	367336001	R-CHOP chemotherapy regimen
816151001	367336001	Consolidation antineoplastic chemotherapy
830155008	367336001	Administration of hyperthermic antineoplastic agent into peritoneal cavity
830156009	367336001	Administration of hyperthermic antineoplastic agent into thoracic cavity
870249004	367336001	FOLFIRI antineoplastic chemotherapy regimen
870250004	367336001	FOLFIRINOX antineoplastic chemotherapy regimen
890093004	367336001	Multi-agent systemic chemotherapy
897713009	367336001	Antineoplastic chemoimmunotherapy
1141994004	367336001	R-CEOP (rituximab, cyclophosphamide, etoposide, vincristine, prednisone) antineoplastic chemotherapy
1172516002	367336001	High-dose chemotherapy with stem cell transplant
1254741007	367336001	Intensification antineoplastic therapy regimen
1254742000	367336001	Delayed intensification antineoplastic therapy regimen
1255831008	367336001	Targeted chemotherapy for cancer
1255834000	367336001	Administration of antineoplastic chemotherapy into peritoneal cavity
1255904006	367336001	Palliative antineoplastic chemotherapy
